	Paralogs
4831	XP_014343246.1
4832	XP_014343249.1
4833	XP_014343255.1
4834	XP_014343257.1
4835	XP_014343259.1
4836	XP_014343261.1
4837	XP_014343268.1
4838	XP_014343274.1
4839	XP_014343281.1
4840	XP_014343284.1
4841	XP_014343290.1
4842	XP_014343293.1
4843	XP_014343300.1
4844	XP_014343312.1
4845	XP_014343330.1
4846	XP_014343334.1
4847	XP_014343352.1
4848	XP_014343353.1
4849	XP_014343360.1
4850	XP_014343364.1
4851	XP_014343366.1
4852	XP_014343368.1
4853	XP_014343370.1
4854	XP_014343386.1
4855	XP_014343402.1
4856	XP_014343406.1
4857	XP_014343410.1
4858	XP_014343416.1
4859	XP_014343420.1
4860	XP_014343435.1
4861	XP_014343444.1
4862	XP_014343448.1
4863	XP_014343452.1
4864	XP_014343458.1
4865	XP_014343475.1
4866	XP_014343476.1
4867	XP_014343484.1
4868	XP_014343490.1
4869	XP_014343494.1
4870	XP_014343499.1
4871	XP_014343501.1
4872	XP_014343503.1
4873	XP_014343506.1
4874	XP_014343507.1
4875	XP_014343508.1
4876	XP_014343509.1
4877	XP_014343517.1
4878	XP_014343518.1
4879	XP_014343528.1
4880	XP_014343530.1
4881	XP_014343536.1
4882	XP_014343539.1
4883	XP_014343542.1
4884	XP_014343543.1
4885	XP_014343544.1
4886	XP_014343546.1
4887	XP_014343548.1
4888	XP_014343552.1
4889	XP_014343559.1
4890	XP_014343563.1
4891	XP_014343564.1
4892	XP_014343574.1
4893	XP_014343578.1
4894	XP_014343579.1
4895	XP_014343580.1
4896	XP_014343584.1
4897	XP_014343586.1
4898	XP_014343588.1
4899	XP_014343598.1
4900	XP_014343600.1
4901	XP_014343607.1
4902	XP_014343623.1
4903	XP_014343627.1
4904	XP_014343629.1
4905	XP_014343634.1
4906	XP_014343639.1
4907	XP_014343640.1
4908	XP_014343642.1
4909	XP_014343644.1
4910	XP_014343653.1
4911	XP_014343660.1
4912	XP_014343663.1
4913	XP_014343664.1
4914	XP_014343669.1
4915	XP_014343671.1
4916	XP_014343674.1
4917	XP_014343676.1
4918	XP_014343678.1
4919	XP_014343679.1
4920	XP_014343680.1
4921	XP_014343687.1
4922	XP_014343689.1
4923	XP_014343692.1
4924	XP_014343694.1
4925	XP_014343695.1
4926	XP_014343700.1
4927	XP_014343714.1
4928	XP_014343720.1
4929	XP_014343721.1
4930	XP_014343722.1
4931	XP_014343738.1
4932	XP_014343757.1
4933	XP_014343777.1
4934	XP_014343789.1
4935	XP_014343791.1
4936	XP_014343793.1
4937	XP_014343794.1
4938	XP_014343795.1
4939	XP_014343799.1
4940	XP_014343800.1
4941	XP_014343807.1
4942	XP_014343808.1
4943	XP_014343815.1
4944	XP_014343816.1
4945	XP_014343818.1
4946	XP_014343820.1
4947	XP_014343822.1
4948	XP_014343823.1
4949	XP_014343833.1
4950	XP_014343835.1
4951	XP_014343837.1
4952	XP_014343844.1
4953	XP_014343845.1
4954	XP_014343847.1
4955	XP_014343850.1
4956	XP_014343851.1
4957	XP_014343853.1
4958	XP_014343857.1
4959	XP_014343868.1
4960	XP_014343869.1
4961	XP_014343870.1
4962	XP_014343871.1
4963	XP_014343878.1
4964	XP_014343879.1
4965	XP_014343880.1
4966	XP_014343883.1
4967	XP_014343888.1
4968	XP_014343895.1
4969	XP_014343900.1
4970	XP_014343903.1
4971	XP_014343907.1
4972	XP_014343914.1
4973	XP_014343923.1
4974	XP_014343935.1
4975	XP_014343939.1
4976	XP_014343943.1
4977	XP_014343947.1
4978	XP_014343962.1
4979	XP_014343969.1
4980	XP_014343976.1
4981	XP_014343979.1
4982	XP_014343984.1
4983	XP_014343988.1
4984	XP_014343990.1
4985	XP_014343992.1
4986	XP_014344004.1
4987	XP_014344009.1
4988	XP_014344021.1
4989	XP_014344023.1
4990	XP_014344024.1
4991	XP_014344029.1
4992	XP_014344033.1
4993	XP_014344036.1
4994	XP_014344045.1
4995	XP_014344046.1
4996	XP_014344055.1
4997	XP_014344056.1
4998	XP_014344058.1
4999	XP_014344082.1
5000	XP_014344089.1
5001	XP_014344090.1
5002	XP_014344091.1
5003	XP_014344092.1
5004	XP_014344094.1
5005	XP_014344095.1
5006	XP_014344098.1
5007	XP_014344102.1
5008	XP_014344103.1
5009	XP_014344105.1
5010	XP_014344108.1
5011	XP_014344110.1
5012	XP_014344112.1
5013	XP_014344122.1
5014	XP_014344135.1
5015	XP_014344141.1
5016	XP_014344147.1
5017	XP_014344149.1
5018	XP_014344151.1
5019	XP_014344154.1
5020	XP_014344156.1
5021	XP_014344161.1
5022	XP_014344164.1
5023	XP_014344167.1
5024	XP_014344170.1
5025	XP_014344177.1
5026	XP_014344180.1
5027	XP_014344182.1
5028	XP_014344183.1
5029	XP_014344187.1
5030	XP_014344188.1
5031	XP_014344189.1
5032	XP_014344190.1
5033	XP_014344191.1
5034	XP_014344192.1
5035	XP_014344204.1
5036	XP_014344213.1
5037	XP_014344215.1
5038	XP_014344218.1
5039	XP_014344227.1
5040	XP_014344231.1
5041	XP_014344233.1
5042	XP_014344234.1
5043	XP_014344245.1
5044	XP_014344249.1
5045	XP_014344251.1
5046	XP_014344252.1
5047	XP_014344273.1
5048	XP_014344275.1
5049	XP_014344280.1
5050	XP_014344293.1
5051	XP_014344296.1
5052	XP_014344332.1
5053	XP_014344333.1
5054	XP_014344340.1
5055	XP_014344344.1
5056	XP_014344346.1
5057	XP_014344354.1
5058	XP_014344356.1
5059	XP_014344358.1
5060	XP_014344363.1
5061	XP_014344370.1
5062	XP_014344376.1
5063	XP_014344378.1
5064	XP_014344386.1
5065	XP_014344387.1
5066	XP_014344388.1
5067	XP_014344392.1
5068	XP_014344398.1
5069	XP_014344399.1
5070	XP_014344409.1
5071	XP_014344416.1
5072	XP_014344420.1
5073	XP_014344422.1
5074	XP_014344425.1
5075	XP_014344427.1
5076	XP_014344430.1
5077	XP_014344440.1
5078	XP_014344447.1
5079	XP_014344449.1
5080	XP_014344455.1
5081	XP_014344456.1
5082	XP_014344457.1
5083	XP_014344459.1
5084	XP_014344460.1
5085	XP_014344472.1
5086	XP_014344474.1
5087	XP_014344477.1
5088	XP_014344479.1
5089	XP_014344485.1
5090	XP_014344488.1
5091	XP_014344489.1
5092	XP_014344490.1
5093	XP_014344491.1
5094	XP_014344501.1
5095	XP_014344511.1
5096	XP_014344515.1
5097	XP_014344518.1
5098	XP_014344524.1
5099	XP_014344525.1
5100	XP_014344529.1
5101	XP_014344530.1
5102	XP_014344531.1
5103	XP_014344532.1
5104	XP_014344536.1
5105	XP_014344546.1
5106	XP_014344548.1
5107	XP_014344549.1
5108	XP_014344553.1
5109	XP_014344561.1
5110	XP_014344579.1
5111	XP_014344581.1
5112	XP_014344589.1
5113	XP_014344590.1
5114	XP_014344597.1
5115	XP_014344598.1
5116	XP_014344603.1
5117	XP_014344612.1
5118	XP_014344620.1
5119	XP_014344631.1
5120	XP_014344636.1
5121	XP_014344651.1
5122	XP_014344652.1
5123	XP_014344656.1
5124	XP_014344659.1
5125	XP_014344679.1
5126	XP_014344697.1
5127	XP_014344700.1
5128	XP_014344705.1
5129	XP_014344712.1
5130	XP_014344718.1
5131	XP_014344719.1
5132	XP_014344735.1
5133	XP_014344739.1
5134	XP_014344746.1
5135	XP_014344752.1
5136	XP_014344756.1
5137	XP_014344758.1
5138	XP_014344760.1
5139	XP_014344762.1
5140	XP_014344763.1
5141	XP_014344764.1
5142	XP_014344771.1
5143	XP_014344792.1
5144	XP_014344795.1
5145	XP_014344798.1
5146	XP_014344804.1
5147	XP_014344811.1
5148	XP_014344831.1
5149	XP_014344840.1
5150	XP_014344841.1
5151	XP_014344845.1
5152	XP_014344846.1
5153	XP_014344848.1
5154	XP_014344849.1
5155	XP_014344852.1
5156	XP_014344854.1
5157	XP_014344864.1
5158	XP_014344869.1
5159	XP_014344883.1
5160	XP_014344884.1
5161	XP_014344886.1
5162	XP_014344902.1
5163	XP_014344904.1
5164	XP_014344906.1
5165	XP_014344909.1
5166	XP_014344911.1
5167	XP_014344914.1
5168	XP_014344915.1
5169	XP_014344921.1
5170	XP_014344922.1
5171	XP_014344923.1
5172	XP_014344925.1
5173	XP_014344930.1
5174	XP_014344936.1
5175	XP_014344941.1
5176	XP_014344942.1
5177	XP_014344943.1
5178	XP_014344944.1
5179	XP_014344955.1
5180	XP_014344958.1
5181	XP_014344961.1
5182	XP_014344971.1
5183	XP_014344972.1
5184	XP_014344977.1
5185	XP_014344979.1
5186	XP_014344981.1
5187	XP_014344982.1
5188	XP_014344983.1
5189	XP_014344993.1
5190	XP_014345004.1
5191	XP_014345019.1
5192	XP_014345025.1
5193	XP_014345027.1
5194	XP_014345036.1
5195	XP_014345047.1
5196	XP_014345058.1
5197	XP_014345059.1
5198	XP_014345062.1
5199	XP_014345063.1
5200	XP_014345068.1
5201	XP_014345071.1
5202	XP_014345075.1
5203	XP_014345078.1
5204	XP_014345096.1
5205	XP_014345116.1
5206	XP_014345132.1
5207	XP_014345134.1
5208	XP_014345147.1
5209	XP_014345149.1
5210	XP_014345156.1
5211	XP_014345162.1
5212	XP_014345173.1
5213	XP_014345177.1
5214	XP_014345181.1
5215	XP_014345184.1
5216	XP_014345189.1
5217	XP_014345195.1
5218	XP_014345196.1
5219	XP_014345198.1
5220	XP_014345201.1
5221	XP_014345202.1
5222	XP_014345205.1
5223	XP_014345206.1
5224	XP_014345214.1
5225	XP_014345217.1
5226	XP_014345226.1
5227	XP_014345230.1
5228	XP_014345244.1
5229	XP_014345249.1
5230	XP_014345258.1
5231	XP_014345264.1
5232	XP_014345268.1
5233	XP_014345269.1
5234	XP_014345282.1
5235	XP_014345288.1
5236	XP_014345293.1
5237	XP_014345304.1
5238	XP_014345306.1
5239	XP_014345310.1
5240	XP_014345313.1
5241	XP_014345327.1
5242	XP_014345351.1
5243	XP_014345357.1
5244	XP_014345363.1
5245	XP_014345367.1
5246	XP_014345369.1
5247	XP_014345371.1
5248	XP_014345372.1
5249	XP_014345373.1
5250	XP_014345377.1
5251	XP_014345379.1
5252	XP_014345384.1
5253	XP_014345393.1
5254	XP_014345394.1
5255	XP_014345396.1
5256	XP_014345397.1
5257	XP_014345406.1
5258	XP_014345419.1
5259	XP_014345423.1
5260	XP_014345425.1
5261	XP_014345427.1
5262	XP_014345433.1
5263	XP_014345450.1
5264	XP_014345451.1
5265	XP_014345459.1
5266	XP_014345481.1
5267	XP_014345487.1
5268	XP_014345503.1
5269	XP_014345514.1
5270	XP_014345521.1
5271	XP_014345543.1
5272	XP_014345551.1
5273	XP_014345553.1
5274	XP_014345576.1
5275	XP_014345578.1
5276	XP_014345584.1
5277	XP_014345595.1
5278	XP_014345601.1
5279	XP_014345607.1
5280	XP_014345610.1
5281	XP_014345612.1
5282	XP_014345615.1
5283	XP_014345640.1
5284	XP_014345643.1
5285	XP_014345646.1
5286	XP_014345650.1
5287	XP_014345656.1
5288	XP_014345659.1
5289	XP_014345661.1
5290	XP_014345665.1
5291	XP_014345690.1
5292	XP_014345699.1
5293	XP_014345701.1
5294	XP_014345703.1
5295	XP_014345707.1
5296	XP_014345713.1
5297	XP_014345716.1
5298	XP_014345717.1
5299	XP_014345719.1
5300	XP_014345725.1
5301	XP_014345728.1
5302	XP_014345741.1
5303	XP_014345745.1
5304	XP_014345746.1
5305	XP_014345756.1
5306	XP_014345760.1
5307	XP_014345762.1
5308	XP_014345767.1
5309	XP_014345770.1
5310	XP_014345775.1
5311	XP_014345776.1
5312	XP_014345779.1
5313	XP_014345781.1
5314	XP_014345788.1
5315	XP_014345791.1
5316	XP_014345805.1
5317	XP_014345812.1
5318	XP_014345833.1
5319	XP_014345834.1
5320	XP_014345835.1
5321	XP_014345837.1
5322	XP_014345844.1
5323	XP_014345852.1
5324	XP_014345853.1
5325	XP_014345857.1
5326	XP_014345874.1
5327	XP_014345887.1
5328	XP_014345890.1
5329	XP_014345900.1
5330	XP_014345917.1
5331	XP_014345918.1
5332	XP_014345924.1
5333	XP_014345925.1
5334	XP_014345941.1
5335	XP_014345953.1
5336	XP_014345954.1
5337	XP_014345960.1
5338	XP_014345968.1
5339	XP_014345970.1
5340	XP_014345993.1
5341	XP_014345994.1
5342	XP_014346002.1
5343	XP_014346009.1
5344	XP_014346011.1
5345	XP_014346023.1
5346	XP_014346024.1
5347	XP_014346046.1
5348	XP_014346053.1
5349	XP_014346058.1
5350	XP_014346061.1
5351	XP_014346062.1
5352	XP_014346069.1
5353	XP_014346073.1
5354	XP_014346075.1
5355	XP_014346077.1
5356	XP_014346078.1
5357	XP_014346087.1
5358	XP_014346091.1
5359	XP_014346094.1
5360	XP_014346103.1
5361	XP_014346120.1
5362	XP_014346121.1
5363	XP_014346131.1
5364	XP_014346147.1
5365	XP_014346149.1
5366	XP_014346159.1
5367	XP_014346164.1
5368	XP_014346167.1
5369	XP_014346174.1
5370	XP_014346176.1
5371	XP_014346202.1
5372	XP_014346203.1
5373	XP_014346208.1
5374	XP_014346218.1
5375	XP_014346241.1
5376	XP_014346244.1
5377	XP_014346247.1
5378	XP_014346248.1
5379	XP_014346251.1
5380	XP_014346255.1
5381	XP_014346257.1
5382	XP_014346262.1
5383	XP_014346264.1
5384	XP_014346270.1
5385	XP_014346271.1
5386	XP_014346272.1
5387	XP_014346275.1
5388	XP_014346282.1
5389	XP_014346289.1
5390	XP_014346298.1
5391	XP_014346303.1
5392	XP_014346306.1
5393	XP_014346318.1
5394	XP_014346331.1
5395	XP_014346341.1
5396	XP_014346344.1
5397	XP_014346345.1
5398	XP_014346374.1
5399	XP_014346376.1
5400	XP_014346395.1
5401	XP_014346398.1
5402	XP_014346408.1
5403	XP_014346415.1
5404	XP_014346416.1
5405	XP_014346419.1
5406	XP_014346426.1
5407	XP_014346433.1
5408	XP_014346437.1
5409	XP_014346456.1
5410	XP_014346463.1
5411	XP_014346464.1
5412	XP_014346466.1
5413	XP_014346468.1
5414	XP_014346470.1
5415	XP_014346477.1
5416	XP_014346489.1
5417	XP_014346495.1
5418	XP_014346496.1
5419	XP_014346500.1
5420	XP_014346501.1
5421	XP_014346503.1
5422	XP_014346505.1
5423	XP_014346511.1
5424	XP_014346518.1
5425	XP_014346535.1
5426	XP_014346544.1
5427	XP_014346549.1
5428	XP_014346552.1
5429	XP_014346553.1
5430	XP_014346557.1
5431	XP_014346564.1
5432	XP_014346576.1
5433	XP_014346589.1
5434	XP_014346595.1
5435	XP_014346614.1
5436	XP_014346615.1
5437	XP_014346620.1
5438	XP_014346633.1
5439	XP_014346635.1
5440	XP_014346638.1
5441	XP_014346642.1
5442	XP_014346653.1
5443	XP_014346657.1
5444	XP_014346659.1
5445	XP_014346660.1
5446	XP_014346672.1
5447	XP_014346673.1
5448	XP_014346677.1
5449	XP_014346678.1
5450	XP_014346680.1
5451	XP_014346689.1
5452	XP_014346690.1
5453	XP_014346692.1
5454	XP_014346699.1
5455	XP_014346703.1
5456	XP_014346727.1
5457	XP_014346729.1
5458	XP_014346737.1
5459	XP_014346739.1
5460	XP_014346742.1
5461	XP_014346752.1
5462	XP_014346753.1
5463	XP_014346754.1
5464	XP_014346758.1
5465	XP_014346766.1
5466	XP_014346767.1
5467	XP_014346768.1
5468	XP_014346769.1
5469	XP_014346771.1
5470	XP_014346772.1
5471	XP_014346773.1
5472	XP_014346774.1
5473	XP_014346775.1
5474	XP_014346776.1
5475	XP_014346786.1
5476	XP_014346789.1
5477	XP_014346800.1
5478	XP_014346803.1
5479	XP_014346812.1
5480	XP_014346825.1
5481	XP_014346852.1
5482	XP_014346854.1
5483	XP_014346855.1
5484	XP_014346872.1
5485	XP_014346873.1
5486	XP_014346886.1
5487	XP_014346893.1
5488	XP_014346901.1
5489	XP_014346904.1
5490	XP_014346914.1
5491	XP_014346930.1
5492	XP_014346931.1
5493	XP_014346933.1
5494	XP_014346934.1
5495	XP_014346937.1
5496	XP_014346958.1
5497	XP_014346959.1
5498	XP_014346964.1
5499	XP_014346965.1
5500	XP_014346970.1
5501	XP_014346971.1
5502	XP_014346974.1
5503	XP_014346976.1
5504	XP_014346977.1
5505	XP_014346987.1
5506	XP_014346993.1
5507	XP_014346999.1
5508	XP_014347006.1
5509	XP_014347007.1
5510	XP_014347009.1
5511	XP_014347012.1
5512	XP_014347018.1
5513	XP_014347022.1
5514	XP_014347027.1
5515	XP_014347035.1
5516	XP_014347036.1
5517	XP_014347042.1
5518	XP_014347044.1
5519	XP_014347051.1
5520	XP_014347057.1
5521	XP_014347066.1
5522	XP_014347069.1
5523	XP_014347076.1
5524	XP_014347078.1
5525	XP_014347083.1
5526	XP_014347084.1
5527	XP_014347089.1
5528	XP_014347098.1
5529	XP_014347101.1
5530	XP_014347107.1
5531	XP_014347113.1
5532	XP_014347117.1
5533	XP_014347118.1
5534	XP_014347124.1
5535	XP_014347128.1
5536	XP_014347129.1
5537	XP_014347136.1
5538	XP_014347149.1
5539	XP_014347155.1
5540	XP_014347157.1
5541	XP_014347159.1
5542	XP_014347160.1
5543	XP_014347161.1
5544	XP_014347163.1
5545	XP_014347173.1
5546	XP_014347181.1
5547	XP_014347182.1
5548	XP_014347188.1
5549	XP_014347191.1
5550	XP_014347194.1
5551	XP_014347198.1
5552	XP_014347211.1
5553	XP_014347221.1
5554	XP_014347237.1
5555	XP_014347243.1
5556	XP_014347246.1
5557	XP_014347262.1
5558	XP_014347267.1
5559	XP_014347269.1
5560	XP_014347278.1
5561	XP_014347279.1
5562	XP_014347280.1
5563	XP_014347281.1
5564	XP_014347286.1
5565	XP_014347287.1
5566	XP_014347288.1
5567	XP_014347289.1
5568	XP_014347303.1
5569	XP_014347310.1
5570	XP_014347316.1
5571	XP_014347317.1
5572	XP_014347323.1
5573	XP_014347328.1
5574	XP_014347329.1
5575	XP_014347332.1
5576	XP_014347333.1
5577	XP_014347335.1
5578	XP_014347341.1
5579	XP_014347342.1
5580	XP_014347349.1
5581	XP_014347358.1
5582	XP_014347368.1
5583	XP_014347371.1
5584	XP_014347373.1
5585	XP_014347374.1
5586	XP_014347385.1
5587	XP_014347390.1
5588	XP_014347393.1
5589	XP_014347400.1
5590	XP_014347412.1
5591	XP_014347432.1
5592	XP_014347439.1
5593	XP_014347441.1
5594	XP_014347444.1
5595	XP_014347455.1
5596	XP_014347460.1
5597	XP_014347461.1
5598	XP_014347463.1
5599	XP_014347469.1
5600	XP_014347472.1
5601	XP_014347482.1
5602	XP_014347489.1
5603	XP_014347502.1
5604	XP_014347510.1
5605	XP_014347516.1
5606	XP_014347518.1
5607	XP_014347547.1
5608	XP_014347551.1
5609	XP_014347560.1
5610	XP_014347569.1
5611	XP_014347570.1
5612	XP_014347575.1
5613	XP_014347576.1
5614	XP_014347580.1
5615	XP_014347592.1
5616	XP_014347619.1
5617	XP_014347628.1
5618	XP_014347630.1
5619	XP_014347649.1
5620	XP_014347651.1
5621	XP_014347655.1
5622	XP_014347661.1
5623	XP_014347675.1
5624	XP_014347680.1
5625	XP_014347684.1
5626	XP_014347693.1
5627	XP_014347695.1
5628	XP_014347703.1
5629	XP_014347726.1
5630	XP_014347735.1
5631	XP_014347750.1
5632	XP_014347754.1
5633	XP_014347758.1
5634	XP_014347761.1
5635	XP_014347764.1
5636	XP_014347766.1
5637	XP_014347771.1
5638	XP_014347775.1
5639	XP_014347780.1
5640	XP_014347782.1
5641	XP_014347784.1
5642	XP_014347791.1
5643	XP_014347801.1
5644	XP_014347805.1
5645	XP_014347809.1
5646	XP_014347813.1
5647	XP_014347840.1
5648	XP_014347841.1
5649	XP_014347846.1
5650	XP_014347849.1
5651	XP_014347854.1
5652	XP_014347856.1
5653	XP_014347859.1
5654	XP_014347864.1
5655	XP_014347873.1
5656	XP_014347902.1
5657	XP_014347903.1
5658	XP_014347904.1
5659	XP_014347907.1
5660	XP_014347914.1
5661	XP_014347915.1
5662	XP_014347917.1
5663	XP_014347920.1
5664	XP_014347924.1
5665	XP_014347926.1
5666	XP_014347934.1
5667	XP_014347941.1
5668	XP_014347945.1
5669	XP_014347946.1
5670	XP_014347947.1
5671	XP_014347956.1
5672	XP_014347966.1
5673	XP_014347973.1
5674	XP_014347979.1
5675	XP_014347983.1
5676	XP_014347986.1
5677	XP_014348012.1
5678	XP_014348018.1
5679	XP_014348023.1
5680	XP_014348032.1
5681	XP_014348035.1
5682	XP_014348048.1
5683	XP_014348050.1
5684	XP_014348063.1
5685	XP_014348081.1
5686	XP_014348085.1
5687	XP_014348101.1
5688	XP_014348111.1
5689	XP_014348114.1
5690	XP_014348115.1
5691	XP_014348117.1
5692	XP_014348121.1
5693	XP_014348122.1
5694	XP_014348123.1
5695	XP_014348135.1
5696	XP_014348155.1
5697	XP_014348161.1
5698	XP_014348163.1
5699	XP_014348164.1
5700	XP_014348168.1
5701	XP_014348175.1
5702	XP_014348178.1
5703	XP_014348179.1
5704	XP_014348196.1
5705	XP_014348197.1
5706	XP_014348199.1
5707	XP_014348212.1
5708	XP_014348215.1
5709	XP_014348221.1
5710	XP_014348226.1
5711	XP_014348228.1
5712	XP_014348235.1
5713	XP_014348241.1
5714	XP_014348249.1
5715	XP_014348254.1
5716	XP_014348258.1
5717	XP_014348265.1
5718	XP_014348271.1
5719	XP_014348276.1
5720	XP_014348277.1
5721	XP_014348290.1
5722	XP_014348293.1
5723	XP_014348297.1
5724	XP_014348306.1
5725	XP_014348321.1
5726	XP_014348325.1
5727	XP_014348328.1
5728	XP_014348333.1
5729	XP_014348348.1
5730	XP_014348353.1
5731	XP_014348355.1
5732	XP_014348359.1
5733	XP_014348365.1
5734	XP_014348366.1
5735	XP_014348372.1
5736	XP_014348387.1
5737	XP_014348397.1
5738	XP_014348399.1
5739	XP_014348409.1
5740	XP_014348418.1
5741	XP_014348430.1
5742	XP_014348433.1
5743	XP_014348434.1
5744	XP_014348440.1
5745	XP_014348442.1
5746	XP_014348443.1
5747	XP_014348444.1
5748	XP_014348445.1
5749	XP_014348454.1
5750	XP_014348458.1
5751	XP_014348461.1
5752	XP_014348463.1
5753	XP_014348468.1
5754	XP_014348471.1
5755	XP_014348475.1
5756	XP_014348486.1
5757	XP_014348487.1
5758	XP_014348493.1
5759	XP_014348508.1
5760	XP_014348515.1
5761	XP_014348516.1
5762	XP_014348523.1
5763	XP_014348531.1
5764	XP_014348533.1
5765	XP_014348537.1
5766	XP_014348565.1
5767	XP_014348566.1
5768	XP_014348567.1
5769	XP_014348568.1
5770	NP_001001398.2
5771	NP_001001400.1
5772	NP_001001402.2
5773	NP_001001403.2
5774	NP_001001724.1
5775	NP_001001725.1
5776	NP_001001814.1
5777	NP_001001815.1
5778	NP_001001819.1
5779	NP_001001825.2
5780	NP_001001833.2
5781	NP_001001940.1
5782	NP_001001941.2
5783	NP_001001943.1
5784	NP_001001944.2
5785	NP_001002013.1
5786	NP_001002040.1
5787	NP_001002045.1
5788	NP_001002049.1
5789	NP_001002050.2
5790	NP_001002052.1
5791	NP_001002055.1
5792	NP_001002057.2
5793	NP_001002067.1
5794	NP_001002070.1
5795	NP_001002071.1
5796	NP_001002072.1
5797	NP_001002077.1
5798	NP_001002078.1
5799	NP_001002079.1
5800	NP_001002080.1
5801	NP_001002082.1
5802	NP_001002086.1
5803	NP_001002088.1
5804	NP_001002093.1
5805	NP_001002108.2
5806	NP_001002114.1
5807	NP_001002116.1
5808	NP_001002118.1
5809	NP_001002122.1
5810	NP_001002124.1
5811	NP_001002126.2
5812	NP_001002128.1
5813	NP_001002135.1
5814	NP_001002147.1
5815	NP_001002155.1
5816	NP_001002158.1
5817	NP_001002163.1
5818	NP_001002176.1
5819	NP_001002190.1
5820	NP_001002194.1
5821	NP_001002196.1
5822	NP_001002204.1
5823	NP_001002205.1
5824	NP_001002208.1
5825	NP_001002213.1
5826	NP_001002215.2
5827	NP_001002216.1
5828	NP_001002219.1
5829	NP_001002220.1
5830	NP_001002221.1
5831	NP_001002225.2
5832	NP_001002228.1
5833	NP_001002229.2
5834	NP_001002301.2
5835	NP_001002303.1
5836	NP_001002306.1
5837	NP_001002312.1
5838	NP_001002313.1
5839	NP_001002317.2
5840	NP_001002322.1
5841	NP_001002324.1
5842	NP_001002327.1
5843	NP_001002335.1
5844	NP_001002337.1
5845	NP_001002340.1
5846	NP_001002345.1
5847	NP_001002346.1
5848	NP_001002348.1
5849	NP_001002350.1
5850	NP_001002354.1
5851	NP_001002355.1
5852	NP_001002356.1
5853	NP_001002357.1
5854	NP_001002359.1
5855	NP_001002364.1
5856	NP_001002367.1
5857	NP_001002373.1
5858	NP_001002375.1
5859	NP_001002377.1
5860	NP_001002387.1
5861	NP_001002393.1
5862	NP_001002398.2
5863	NP_001002399.1
5864	NP_001002400.1
5865	NP_001002401.1
5866	NP_001002412.1
5867	NP_001002416.1
5868	NP_001002417.2
5869	NP_001002418.1
5870	NP_001002420.2
5871	NP_001002421.1
5872	NP_001002425.1
5873	NP_001002427.1
5874	NP_001002433.1
5875	NP_001002434.1
5876	NP_001002435.1
5877	NP_001002436.2
5878	NP_001002438.2
5879	NP_001002450.2
5880	NP_001002460.2
5881	NP_001002465.1
5882	NP_001002476.1
5883	NP_001002477.1
5884	NP_001002478.1
5885	NP_001002480.1
5886	NP_001002481.1
5887	NP_001002483.1
5888	NP_001002485.1
5889	NP_001002487.1
5890	NP_001002492.1
5891	NP_001002495.2
5892	NP_001002497.1
5893	NP_001002499.2
5894	NP_001002502.1
5895	NP_001002509.1
5896	NP_001002517.1
5897	NP_001002525.2
5898	NP_001002526.1
5899	NP_001002529.1
5900	NP_001002534.1
5901	NP_001002535.2
5902	NP_001002536.1
5903	NP_001002547.2
5904	NP_001002548.1
5905	NP_001002553.1
5906	NP_001002556.1
5907	NP_001002557.1
5908	NP_001002567.1
5909	NP_001002568.2
5910	NP_001002569.2
5911	NP_001002574.1
5912	NP_001002577.2
5913	NP_001002579.1
5914	NP_001002588.1
5915	NP_001002589.1
5916	NP_001002595.2
5917	NP_001002598.1
5918	NP_001002611.1
5919	NP_001002620.1
5920	NP_001002621.1
5921	NP_001002627.1
5922	NP_001002631.1
5923	NP_001002633.1
5924	NP_001002635.1
5925	NP_001002636.1
5926	NP_001002645.2
5927	NP_001002646.1
5928	NP_001002653.1
5929	NP_001002669.1
5930	NP_001002677.2
5931	NP_001002678.1
5932	NP_001002681.2
5933	NP_001002685.1
5934	NP_001002686.1
5935	NP_001002693.1
5936	NP_001002697.1
5937	NP_001002699.2
5938	NP_001002700.1
5939	NP_001002704.1
5940	NP_001002708.1
5941	NP_001002712.2
5942	NP_001002714.1
5943	NP_001002721.1
5944	NP_001002726.2
5945	NP_001002746.1
5946	NP_001002752.1
5947	NP_001002753.1
5948	NP_001002863.1
5949	NP_001002866.1
5950	NP_001002869.1
5951	NP_001002874.1
5952	NP_001003412.1
5953	NP_001003413.1
5954	NP_001003415.1
5955	NP_001003416.2
5956	NP_001003421.1
5957	NP_001003422.1
5958	NP_001003429.1
5959	NP_001003430.1
5960	NP_001003436.1
5961	NP_001003439.1
5962	NP_001003440.1
5963	NP_001003442.1
5964	NP_001003449.1
5965	NP_001003454.1
5966	NP_001003456.1
5967	NP_001003463.1
5968	NP_001003465.2
5969	NP_001003481.1
5970	NP_001003503.1
5971	NP_001003504.1
5972	NP_001003516.2
5973	NP_001003523.2
5974	NP_001003525.1
5975	NP_001003527.1
5976	NP_001003530.1
5977	NP_001003533.1
5978	NP_001003534.1
5979	NP_001003536.1
5980	NP_001003539.1
5981	NP_001003549.2
5982	NP_001003551.1
5983	NP_001003555.1
5984	NP_001003557.1
5985	NP_001003567.1
5986	NP_001003583.2
5987	NP_001003585.1
5988	NP_001003586.1
5989	NP_001003596.1
5990	NP_001003607.1
5991	NP_001003615.1
5992	NP_001003618.1
5993	NP_001003619.1
5994	NP_001003630.2
5995	NP_001003632.1
5996	NP_001003633.1
